work_id,state,district,loksabha_constituency,mp_name,implementing_agency_name,agency_id,work_name,work_description,status,date,amount_inr
WS/KE2/2015/00105,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Installation of RO water purification plant, Rajiv Chowk - Phase 2","Installation of RO water purification plant, Rajiv Chowk - Phase 2",Work in Progress,2015-11-05,1763298.93
WS/KE2/2015/00106,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of RCC road from Beside Panchayat Office - Phase 1,Construction of RCC road from Beside Panchayat Office - Phase 1,Financial Sanction Approved,2015-12-09,481854.78
WS/KE2/2015/00108,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of old age home, Beside Panchayat Office - Package 2","Renovation of old age home, Beside Panchayat Office - Package 2",Financial Sanction Approved,2015-12-02,566848.85
WS/KE2/2016/00109,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of drainage system in Sector 7 - Phase 2,Construction of drainage system in Sector 7 - Phase 2,Work in Progress,2016-01-19,1811438.34
WS/KE2/2016/00110,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of primary school building, Beside ITI College - Phase 2","Renovation of primary school building, Beside ITI College - Phase 2 under MPLADS",Financial Sanction Approved,2016-03-05,608673.04
WS/KE2/2016/00111,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of RCC road from Rajiv Chowk,Construction of RCC road from Rajiv Chowk under MPLADS,Financial Sanction Approved,2016-03-20,316008.76
WS/KE2/2016/00112,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of vendor market shed, Sector 7 - Additional Works","Construction of vendor market shed, Sector 7 - Additional Works",New Recommendation,2016-03-10,271691.79
WS/KE2/2016/00113,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of Beside Panchayat Office community hall - Phase 1,Construction of Beside Panchayat Office community hall - Phase 1,New Recommendation,2016-04-07,790464.41
WS/KE2/2016/00114,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of ramp for divyang accessibility, Beside ITI College","Construction of ramp for divyang accessibility, Beside ITI College under MPLADS",Financial Sanction Approved,2016-04-17,547383.7
WS/KE2/2016/00115,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of retaining wall near Sector 7,Construction of retaining wall near Sector 7 under MPLADS,Financial Sanction Approved,2016-05-12,1230185.83
WS/KE2/2016/00116,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Repair of irrigation channel near Sector 7,Repair of irrigation channel near Sector 7,Financial Sanction Approved,2016-06-14,894218.12
WS/KE2/2016/00117,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of vendor market shed, Netaji Puram - Stage II","Construction of vendor market shed, Netaji Puram - Stage II",Financial Sanction Approved,2016-06-22,860660.59
WS/KE2/2016/00118,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of open-air gymnasium at Ward 19 - Package 2,Construction of open-air gymnasium at Ward 19 - Package 2,Financial Sanction Approved,2016-07-16,644331.03
WS/KE2/2016/00119,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Installation of solar street lights in Sector 18 - Phase 2,Installation of solar street lights in Sector 18 - Phase 2,Financial Sanction Approved,2016-07-13,706255.62
WS/KE2/2016/00120,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of panchayat office building, Adjacent to Veterinary Hospital","Renovation of panchayat office building, Adjacent to Veterinary Hospital",Financial Sanction Approved,2016-08-20,788950.64
WS/KE2/2016/00121,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Repair of irrigation channel near Sector 18 - Package 2,Repair of irrigation channel near Sector 18 - Package 2,Work in Progress,2016-09-11,958848.52
WS/KE2/2016/00122,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of check dam near Durga Nagar - Package 2,Construction of check dam near Durga Nagar - Package 2,Financial Sanction Approved,2016-10-15,671344.2
WS/KE2/2016/00123,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Widening of approach road to Beside ITI College - Phase 1,Widening of approach road to Beside ITI College - Phase 1,New Recommendation,2016-11-13,734365.62
WS/KE2/2016/00124,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of ramp for divyang accessibility, Sector 7","Construction of ramp for divyang accessibility, Sector 7 under MPLADS",Work in Progress,2016-11-23,989386.41
WS/KE2/2016/00125,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of old age home, Rajiv Chowk - Phase 1","Renovation of old age home, Rajiv Chowk - Phase 1 under MPLADS",Financial Sanction Approved,2016-12-08,654878.81
WS/KE2/2016/00126,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of crematorium shed at Sector 7,Construction of crematorium shed at Sector 7 under MPLADS,Financial Sanction Approved,2016-12-19,619307.89
WS/KE2/2017/00127,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Repair of playground and sports facility, Opposite Degree College","Repair of playground and sports facility, Opposite Degree College under MPLADS",Financial Sanction Approved,2017-01-11,1885333.61
WS/KE2/2017/00128,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Laying of paver blocks on internal road, Beside Panchayat Office - Phase 1","Laying of paver blocks on internal road, Beside Panchayat Office - Phase 1",Financial Sanction Approved,2017-02-01,591762.67
WS/KE2/2017/00129,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of Opposite Degree College community hall - Phase 2,Construction of Opposite Degree College community hall - Phase 2,Financial Sanction Approved,2017-02-24,550450.48
WS/KE2/2017/00130,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Installation of RO water purification plant, Beside ITI College - Stage II","Installation of RO water purification plant, Beside ITI College - Stage II",Work in Progress,2017-03-17,494996.92
WS/KE2/2017/00131,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of crematorium shed at Adjacent to Veterinary Hospital - Stage II,Construction of crematorium shed at Adjacent to Veterinary Hospital - Stage II under MPLADS,Financial Sanction Approved,2017-03-27,409777.78
WS/KE2/2017/00132,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of RCC road from Beside Panchayat Office,Construction of RCC road from Beside Panchayat Office under MPLADS,Financial Sanction Approved,2017-03-27,464438.78
WS/KE2/2017/00133,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of open-air gymnasium at Durga Nagar - Stage II,Construction of open-air gymnasium at Durga Nagar - Stage II,Financial Sanction Approved,2017-04-01,1813455.16
WS/KE2/2017/00134,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Desilting and repair of village pond, Sector 7","Desilting and repair of village pond, Sector 7",Financial Sanction Approved,2017-05-03,1765268.01
WS/KE2/2017/00135,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of check dam near Sector 18 - Phase 2,Construction of check dam near Sector 18 - Phase 2,Financial Sanction Approved,2017-06-05,300991.45
WS/KE2/2017/00136,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of panchayat office building, Beside Panchayat Office - Phase 2","Renovation of panchayat office building, Beside Panchayat Office - Phase 2 under MPLADS",Financial Sanction Approved,2017-06-07,758758.98
WS/KE2/2017/00137,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of panchayat office building, Opposite Degree College","Renovation of panchayat office building, Opposite Degree College under MPLADS",Financial Sanction Approved,2017-06-13,408259.65
WS/KE2/2017/00138,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of boundary wall for government school, Beside Panchayat Office","Construction of boundary wall for government school, Beside Panchayat Office",Financial Sanction Approved,2017-07-20,551178.77
WS/KE2/2017/00139,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of crematorium shed at Netaji Puram,Construction of crematorium shed at Netaji Puram under MPLADS,Financial Sanction Approved,2017-07-25,486009.42
WS/KE2/2017/00140,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of check dam near Rajiv Chowk - Package 2,Construction of check dam near Rajiv Chowk - Package 2,Financial Sanction Approved,2017-08-09,489127.29
WS/KE2/2017/00141,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Repair of playground and sports facility, Ward 19 - Package 2","Repair of playground and sports facility, Ward 19 - Package 2",Financial Sanction Approved,2017-08-14,289265.88
WS/KE2/2017/00142,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Installation of hand pump at Behind Degree College,Installation of hand pump at Behind Degree College under MPLADS,New Recommendation,2017-08-10,672761.31
WS/KE2/2017/00143,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Repair of irrigation channel near Durga Nagar - Additional Works,Repair of irrigation channel near Durga Nagar - Additional Works under MPLADS,New Recommendation,2017-09-07,1314042.43
WS/KE2/2017/00144,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of panchayat office building, Ward 19 - Phase 1","Renovation of panchayat office building, Ward 19 - Phase 1 under MPLADS",New Recommendation,2017-10-10,225697.38
WS/KE2/2017/00145,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of anganwadi centre at Beside Panchayat Office - Additional Works,Construction of anganwadi centre at Beside Panchayat Office - Additional Works,Financial Sanction Approved,2017-10-10,686523.46
WS/KE2/2017/00146,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Widening of approach road to Beside ITI College - Additional Works,Widening of approach road to Beside ITI College - Additional Works,Financial Sanction Approved,2017-10-20,513928.55
WS/KE2/2017/00147,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of ramp for divyang accessibility, Behind Degree College - Additional Works","Construction of ramp for divyang accessibility, Behind Degree College - Additional Works",Financial Sanction Approved,2017-11-09,362206.16
WS/KE2/2017/00148,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Installation of tube well near Durga Nagar,Installation of tube well near Durga Nagar,Work in Progress,2017-11-18,628888.43
WS/KE2/2017/00149,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of children's park at Sector 18,Construction of children's park at Sector 18,Financial Sanction Approved,2017-11-03,516865.73
WS/KE2/2017/00150,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of crematorium shed at Adjacent to Veterinary Hospital - Phase 1,Construction of crematorium shed at Adjacent to Veterinary Hospital - Phase 1,Financial Sanction Approved,2017-12-02,657562.44
WS/KE2/2017/00151,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of culvert on approach road, Behind Degree College","Construction of culvert on approach road, Behind Degree College",Financial Sanction Approved,2017-12-02,731237.95
WS/KE2/2018/00152,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Desilting and repair of village pond, Beside Panchayat Office - Phase 2","Desilting and repair of village pond, Beside Panchayat Office - Phase 2",New Recommendation,2018-01-16,1669386.23
WS/KE2/2018/00153,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Desilting and repair of village pond, Sector 7 - Stage II","Desilting and repair of village pond, Sector 7 - Stage II under MPLADS",New Recommendation,2018-02-05,1088796.4
WS/KE2/2018/00154,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Widening of approach road to Opposite Degree College,Widening of approach road to Opposite Degree College,Financial Sanction Approved,2018-04-08,427322.45
WS/KE2/2018/00155,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Construction of check dam near Beside ITI College,Construction of check dam near Beside ITI College under MPLADS,Financial Sanction Approved,2018-04-17,666204.8
WS/KE2/2018/00156,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Repair of internal road at Rajiv Chowk - Phase 1,Repair of internal road at Rajiv Chowk - Phase 1 under MPLADS,Financial Sanction Approved,2018-04-04,329424.62
WS/KE2/2018/00157,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Renovation of veterinary dispensary, Beside Panchayat Office - Package 2","Renovation of veterinary dispensary, Beside Panchayat Office - Package 2",Work in Progress,2018-05-13,1109937.32
WS/KE2/2018/00158,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Widening of approach road to Sector 18,Widening of approach road to Sector 18,Financial Sanction Approved,2018-06-14,889812.4
WS/KE2/2018/00159,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,Electrification of internal streets in Adjacent to Veterinary Hospital,Electrification of internal streets in Adjacent to Veterinary Hospital under MPLADS,Financial Sanction Approved,2018-06-09,534577.17
WS/KE2/2018/00160,Kerala,Thiruvananthapuram,Attingal,Dr. Anirudhan Sampath,Thiruvananthapuram Nagar Panchayat,agy_0027,"Construction of vendor market shed, Sector 18","Construction of vendor market shed, Sector 18",Financial Sanction Approved,2018-07-17,852031.08
