state,district,loksabha_constituency,house_name,mp_type,mp_name,implementing_agency_name,work_id,work_name,work_description,work_category,sanction_date,sanction_amount,units,status,image_status
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive  Engineer  PWD  Ludhiana,WS/FAT430/2023/01062,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,24-04-2023,472776,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT444/2023/01063,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,20-04-2023,405697,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT448/2023/01064,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 4 execution.,Public Infrastructure & Community Halls,12-04-2023,163256,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT807/2023/01065,Emergency Interlock Tile Pavement near Kalyan Puram,Emergency Interlock Tile Pavement near Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,18-06-2023,1390021,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EE PWD Ludhiana,WS/FAT349/2023/01066,Addition of Two Classrooms and Laboratory Block at Govt High School Main Bazaar,Addition of Two Classrooms and Laboratory Block at Govt High School Main Bazaar. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,08-06-2023,1117724,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EE PWD Ludhiana,WS/FAT413/2023/01067,Procurement of Advance Life Support Ambulance for Sub-district Hospital Primary Health Centre,Procurement of Advance Life Support Ambulance for Sub-district Hospital Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,23-07-2023,732607,sanction_amount in Rupees,Work Completed,No
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT806/2023/01068,Emergency Interlock Tile Pavement near Railway Station Road,Emergency Interlock Tile Pavement near Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,18-07-2023,937640,sanction_amount in Rupees,Financial Sanction Approved,No
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT637/2023/01069,Desilting and Renovation of Village Water Pond at Bus Stand,Desilting and Renovation of Village Water Pond at Bus Stand. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,19-07-2023,679000,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT229/2023/01070,Erection of Open Gymnasium and Youth Sports Complex at Railway Station Road,Erection of Open Gymnasium and Youth Sports Complex at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,01-08-2023,1480143,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT602/2023/01071,Widening & Culvert Reconstruction at Kalyan Puram Junction,Widening & Culvert Reconstruction at Kalyan Puram Junction. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,21-08-2023,1843268,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT589/2023/01072,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Railway Station Road,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,09-09-2023,471932,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EXECUTIVE ENGINEER PWD LUDHIANA,WS/FAT252/2023/01073,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Main Bazaar,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Main Bazaar. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,22-09-2023,775006,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive  Engineer  PWD  Ludhiana,WS/FAT733/2023/01074,Emergency Interlock Tile Pavement near Main Bazaar,Emergency Interlock Tile Pavement near Main Bazaar. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,20-09-2023,663191,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,executive engineer pwd ludhiana,WS/FAT735/2023/01075,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Bus Stand,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Bus Stand. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,14-09-2023,632709,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EXECUTIVE ENGINEER PWD LUDHIANA,WS/FAT176/2023/01076,Community Public Sanitation Block with Bio-Digester at Outer Ring Road,Community Public Sanitation Block with Bio-Digester at Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,08-10-2023,1305751,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,executive engineer pwd ludhiana,WS/FAT337/2023/01077,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Kalyan Puram,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,16-10-2023,1954437,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT302/2023/01078,Emergency Interlock Tile Pavement near Bus Stand,Emergency Interlock Tile Pavement near Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,22-11-2023,797544,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EXECUTIVE ENGINEER PWD LUDHIANA,WS/FAT414/2023/01079,Overhead Drinking Water Reservoir & Distribution Line at Bus Stand,Overhead Drinking Water Reservoir & Distribution Line at Bus Stand. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,02-11-2023,525764,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EE PWD Ludhiana,WS/FAT378/2023/01080,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,23-11-2023,647756,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT718/2023/01081,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,14-11-2023,819369,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT384/2023/01082,Construction of Multi-purpose Community Kalyan Mandap at Canal Bridge,Construction of Multi-purpose Community Kalyan Mandap at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,17-12-2023,1615751,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT978/2024/01083,Bituminous Road Overhaul between Village Railway Station Road and Main Highway,Bituminous Road Overhaul between Village Railway Station Road and Main Highway. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,11-01-2024,640152,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT663/2024/01084,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,13-01-2024,812787,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EE PWD Ludhiana,WS/FAT626/2024/01085,Widening & Culvert Reconstruction at Bus Stand Junction,Widening & Culvert Reconstruction at Bus Stand Junction. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,25-01-2024,526179,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Executive Engineer PWD Ludhiana,WS/FAT610/2024/01086,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,12-01-2024,680333,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EXECUTIVE ENGINEER PWD LUDHIANA,WS/FAT745/2024/01087,Erection of Open Gymnasium and Youth Sports Complex at Bus Stand,Erection of Open Gymnasium and Youth Sports Complex at Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,16-03-2024,1747135,sanction_amount in Rupees,Administrative Sanction Accorded,No
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,EE PWD Ludhiana,WS/FAT330/2024/01088,Community Public Sanitation Block with Bio-Digester at Primary Health Centre,Community Public Sanitation Block with Bio-Digester at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,18-03-2024,1152771,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT976/2022/01089,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Gram Panchayat Office,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,19-01-2022,310321,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT767/2022/01090,High-Mast LED Street Lighting System across 8 junctions in Kalyan Puram,High-Mast LED Street Lighting System across 8 junctions in Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,22-01-2022,348928,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,BLOCK DEVELOPMENT & PANCHAYAT OFFICER (BDPO) KHANNA,WS/FAT965/2022/01091,Emergency Interlock Tile Pavement near Primary Health Centre,Emergency Interlock Tile Pavement near Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,28-01-2022,334750,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT258/2022/01092,Addition of Two Classrooms and Laboratory Block at Govt High School Kalyan Puram,Addition of Two Classrooms and Laboratory Block at Govt High School Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,14-01-2022,421546,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Dev & Panchayat Offcr (BDPO) Khanna,WS/FAT646/2022/01093,High-Mast LED Street Lighting System across 8 junctions in Outer Ring Road,High-Mast LED Street Lighting System across 8 junctions in Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,28-03-2022,634176,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Dev & Panchayat Offcr (BDPO) Khanna,WS/FAT394/2022/01094,Procurement of Advance Life Support Ambulance for Sub-district Hospital Sector 4,Procurement of Advance Life Support Ambulance for Sub-district Hospital Sector 4. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,08-03-2022,497786,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,BLOCK DEVELOPMENT & PANCHAYAT OFFICER (BDPO) KHANNA,WS/FAT270/2022/01095,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,28-03-2022,847671,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT350/2022/01096,Construction of Multi-purpose Community Kalyan Mandap at Bus Stand,Construction of Multi-purpose Community Kalyan Mandap at Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,12-04-2022,2137198,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Dev & Panchayat Offcr (BDPO) Khanna,WS/FAT346/2022/01097,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar,Overhead Drinking Water Reservoir & Distribution Line at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,13-05-2022,1051903,sanction_amount in Rupees,Work Completed,No
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,block development & panchayat officer (bdpo) khanna,WS/FAT109/2022/01098,Desilting and Renovation of Village Water Pond at Outer Ring Road,Desilting and Renovation of Village Water Pond at Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,15-05-2022,649051,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT806/2022/01099,Bituminous Road Overhaul between Village Railway Station Road and Main Highway,Bituminous Road Overhaul between Village Railway Station Road and Main Highway. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,21-06-2022,959544,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,block development & panchayat officer (bdpo) khanna,WS/FAT685/2022/01100,Erection of Open Gymnasium and Youth Sports Complex at Ward 12,Erection of Open Gymnasium and Youth Sports Complex at Ward 12. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,04-06-2022,885770,sanction_amount in Rupees,Work Completed,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,Block Development & Panchayat Officer (BDPO) Khanna,WS/FAT862/2022/01101,Bituminous Road Overhaul between Village Bus Stand and Main Highway,Bituminous Road Overhaul between Village Bus Stand and Main Highway. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,28-07-2022,822312,sanction_amount in Rupees,Financial Sanction Approved,Yes
Punjab,Ludhiana,Fatehgarh Sahib,17th Lok Sabha,Lok Sabha MP,Harinder Singh Khalsa,BLOCK DEVELOPMENT & PANCHAYAT OFFICER (BDPO) KHANNA,WS/FAT356/2022/01102,Erection of Open Gymnasium and Youth Sports Complex at Govt School Campus,Erection of Open Gymnasium and Youth Sports Complex at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,21-07-2022,640424,sanction_amount in Rupees,Administrative Sanction Accorded,No
